,日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
693,2015/09/14,頭份,PM2.5,14,13,11,10,7,9,13,15,16,14,14,16,13,9,19,15,16,16,17,17,16,16,14,19
694,2015/09/15,頭份,PM2.5,19,16,18,20,20,25,22,16,25,36,36,31,20,13,20,18,9,6,6,12,10,10,16,16
695,2015/09/16,頭份,PM2.5,13,10,7,9,17,19,16,13,8,6,8,12,13,18,20,16,17,16,15,15,15,18,18,16
696,2015/09/17,頭份,PM2.5,21,23,17,16,16,17,19,19,22,26,27,31,34,29,28,26,19,23,27,23,19,19,19,19
697,2015/09/18,頭份,PM2.5,20,19,17,16,14,15,19,17,16,22,25,23,27,28,25,27,28,27,27,28,27,30,31,28
698,2015/09/19,頭份,PM2.5,28,28,26,23,24,25,35,39,31,29,32,34,33,34,32,27,23,27,33,35,36,33,30,27
699,2015/09/20,頭份,PM2.5,23,24,25,25,26,31,34,37,44,50,53,50,54,57,52,43,35,33,36,45,52,49,49,49
700,2015/09/21,頭份,PM2.5,50,54,50,48,48,45,41,44,45,45,39,28,30,32,30,39,47,39,36,37,43,50,46,42
701,2015/09/22,頭份,PM2.5,40,39,39,39,39,38,32,34,48,53,21,49,52,50,44,36,27,24,30,41,45,44,41,36
702,2015/09/23,頭份,PM2.5,32,30,27,27,30,33,44,47,42,40,44,41,27,21,19,19,23,25,27,28,37,44,37,35
703,2015/09/24,頭份,PM2.5,42,39,31,23,21,19,20,21,22,24,26,30,28,25,24,17,16,17,23,29,27,27,29,30
704,2015/09/25,頭份,PM2.5,34,32,30,32,29,27,27,21,13,16,27,25,16,16,23,21,17,16,12,18,24,23,23,16
705,2015/09/26,頭份,PM2.5,16,16,16,18,21,17,16,21,19,20,23,18,16,17,18,15,10,15,15,11,13,15,12,14
706,2015/09/27,頭份,PM2.5,16,13,11,14,14,13,17,19,21,22,27,29,19,18,29,39,34,25,27,28,21,17,17,16
707,2015/09/28,頭份,PM2.5,17,12,8,11,10,4,4,5,4,4,2,4,4,1,1,3,4,5,2,0,0,0,0,2
708,2015/09/29,頭份,PM2.5,4,0,0,0,1,0,0,0,0,0,5,9,7,1,2,6,9,17,20,18,16,14,17,16
709,2015/09/30,頭份,PM2.5,13,8,7,8,8,7,10,16,27,28,27,29,28,20,21,27,16,20,24,18,16,16,22,21
710,2015/10/01,頭份,PM2.5,16,17,16,16,14,10,8,13,22,29,37,43,39,30,25,23,26,27,26,27,29,27,28,29
711,2015/10/02,頭份,PM2.5,28,24,27,29,13,4,14,22,26,26,26,22,30,27,23,23,22,24,26,23,27,30,33,33
712,2015/10/03,頭份,PM2.5,31,31,28,27,27,27,20,16,20,26,32,44,54,55,50,36,27,24,16,13,11,18,21,25
713,2015/10/04,頭份,PM2.5,32,34,35,33,29,27,27,27,38,45,44,40,36,30,32,30,25,30,37,41,43,45,36,19
714,2015/10/05,頭份,PM2.5,16,23,31,30,31,29,30,39,47,50,50,51,54,46,30,27,23,11,10,16,17,20,18,16
715,2015/10/06,頭份,PM2.5,20,18,17,20,18,13,12,12,10,15,20,24,29,29,27,22,20,23,24,24,23,22,24,24
716,2015/10/07,頭份,PM2.5,21,20,16,12,11,13,16,16,16,19,22,22,25,24,19,18,19,18,24,29,34,33,25,16
717,2015/10/08,頭份,PM2.5,16,18,14,14,24,31,39,41,40,37,38,40,27,23,28,33,25,11,9,12,18,17,14,14
718,2015/10/09,頭份,PM2.5,16,16,8,8,10,7,5,5,7,8,8,6,6,6,9,13,13,16,16,16,17,19,17,18
719,2015/10/10,頭份,PM2.5,21,22,21,21,20,17,19,24,24,21,19,19,19,25,27,24,22,26,29,30,34,33,32,31
720,2015/10/11,頭份,PM2.5,30,27,22,21,23,27,35,36,33,36,38,39,42,41,39,35,29,28,23,21,21,19,20,21
721,2015/10/12,頭份,PM2.5,19,16,16,16,16,15,18,15,14,15,16,22,22,24,29,34,37,40,42,43,43,45,43,42
722,2015/10/13,頭份,PM2.5,43,43,39,35,31,32,35,35,30,29,28,26,28,30,32,31,34,39,39,38,39,36,32,32
723,2015/10/14,頭份,PM2.5,30,27,27,24,19,19,18,17,14,14,17,17,19,20,19,20,24,23,22,20,17,18,21,19
724,2015/10/15,頭份,PM2.5,21,24,24,23,21,21,23,22,16,16,16,10,10,16,13,14,14,16,18,19,19,19,17,16
725,2015/10/16,頭份,PM2.5,19,23,21,18,18,18,20,23,21,22,26,26,24,20,19,30,18,17,14,18,20,19,19,20
726,2015/10/17,頭份,PM2.5,21,19,16,16,18,18,17,17,19,19,16,19,22,19,21,19,16,15,16,21,22,23,25,24
727,2015/10/18,頭份,PM2.5,21,21,22,22,21,24,25,23,22,15,16,21,19,15,12,12,14,14,13,14,12,16,21,21
728,2015/10/19,頭份,PM2.5,19,18,16,16,14,8,8,11,12,9,10,17,16,10,11,10,11,14,10,7,11,16,17,17
729,2015/10/20,頭份,PM2.5,13,5,1,8,16,16,15,5,8,17,19,25,35,34,17,10,9,6,2,3,5,6,9,11
730,2015/10/21,頭份,PM2.5,16,18,16,13,12,14,10,10,12,9,13,16,11,12,13,11,13,15,14,8,7,9,8,11
731,2015/10/22,頭份,PM2.5,11,10,16,22,16,12,14,16,16,15,16,21,26,27,28,31,34,34,32,29,30,31,28,34
732,2015/10/23,頭份,PM2.5,36,34,36,38,42,37,32,29,26,27,21,22,21,20,19,19,19,19,20,20,21,21,21,20
733,2015/10/24,頭份,PM2.5,20,19,18,18,17,17,17,18,19,20,21,22,21,20,19,19,19,19,20,20,21,21,21,20
734,2015/10/25,頭份,PM2.5,20,19,18,18,17,17,17,18,19,20,21,22,21,20,19,19,19,19,20,20,21,21,21,20
735,2015/10/26,頭份,PM2.5,20,19,18,18,17,17,17,18,19,20,21,22,21,20,19,19,19,19,20,20,21,21,21,20
736,2015/10/27,頭份,PM2.5,20,19,18,18,17,17,17,18,19,20,47,49,50,53,56,48,47,50,50,49,57,62,62,56
737,2015/10/28,頭份,PM2.5,51,73,55,46,51,50,45,53,46,38,49,56,55,61,49,53,46,50,50,39,42,48,44,47
738,2015/10/29,頭份,PM2.5,50,50,75,84,82,69,71,64,85,80,78,64,55,50,41,43,62,78,72,62,71,69,62,44
739,2015/10/30,頭份,PM2.5,37,35,33,38,38,39,32,39,47,60,21,49,45,36,27,27,23,18,17,15,12,9,10,7
740,2015/10/31,頭份,PM2.5,9,14,11,11,12,11,11,14,11,9,13,16,16,12,11,13,12,12,13,12,11,10,12,11
741,2015/11/01,頭份,PM2.5,12,16,13,12,12,11,10,8,13,15,15,14,13,16,17,14,13,17,18,16,15,16,13,12
742,2015/11/02,頭份,PM2.5,17,16,14,16,15,15,15,11,8,11,13,16,19,21,22,25,31,36,38,31,28,27,23,25
743,2015/11/03,頭份,PM2.5,27,28,28,27,27,30,26,23,26,25,21,13,13,12,9,7,9,9,11,13,13,16,16,11
744,2015/11/04,頭份,PM2.5,10,11,9,8,10,13,16,16,15,16,28,36,35,32,30,27,33,42,43,43,46,60,61,54
745,2015/11/05,頭份,PM2.5,54,50,50,47,44,43,41,44,53,46,35,37,36,27,33,57,49,36,45,63,70,61,50,46
746,2015/11/06,頭份,PM2.5,49,44,46,52,43,36,34,30,35,39,47,62,74,76,70,65,59,56,56,56,63,68,70,73
747,2015/11/07,頭份,PM2.5,68,62,57,48,44,42,43,50,60,62,56,48,43,43,41,46,50,47,48,53,55,39,25,24
748,2015/11/08,頭份,PM2.5,27,28,30,38,44,47,39,34,51,67,63,51,49,53,51,56,56,55,59,53,48,51,53,57
749,2015/11/09,頭份,PM2.5,64,67,68,65,56,48,50,49,39,44,50,45,40,29,22,21,19,22,23,20,17,13,11,13
750,2015/11/10,頭份,PM2.5,17,22,24,24,19,16,16,19,17,16,20,23,25,27,27,27,26,24,25,26,23,17,12,13
751,2015/11/11,頭份,PM2.5,14,14,12,11,14,16,18,19,18,20,21,22,17,14,14,14,12,12,11,13,16,18,20,24
752,2015/11/12,頭份,PM2.5,18,16,19,17,16,16,17,17,22,24,27,36,40,36,32,27,23,20,22,27,29,31,34,35
753,2015/11/13,頭份,PM2.5,36,40,44,41,31,26,27,30,44,48,35,32,37,39,37,41,39,39,44,47,47,39,33,38
754,2015/11/14,頭份,PM2.5,37,29,24,27,28,23,18,20,26,27,27,27,24,23,23,24,25,32,38,37,36,32,26,21
755,2015/11/15,頭份,PM2.5,17,16,16,16,14,10,12,15,16,19,22,18,18,23,16,15,16,14,15,17,18,20,22,22
756,2015/11/16,頭份,PM2.5,24,20,14,14,13,7,6,11,29,49,46,50,52,36,27,30,33,33,39,39,39,40,39,34
757,2015/11/17,頭份,PM2.5,26,22,23,24,26,25,23,25,29,31,31,30,39,49,41,36,35,32,42,55,52,44,38,33
758,2015/11/18,頭份,PM2.5,30,31,32,27,26,27,27,39,47,34,23,23,31,31,27,33,43,39,31,33,35,40,42,31
759,2015/11/19,頭份,PM2.5,20,18,21,18,17,20,18,22,23,19,21,27,23,20,23,24,22,23,25,27,27,27,23,17
760,2015/11/20,頭份,PM2.5,18,16,16,16,15,16,17,20,24,20,17,19,23,27,27,25,16,15,20,22,20,16,13,10
761,2015/11/21,頭份,PM2.5,11,9,6,7,4,7,10,15,15,11,16,25,26,30,42,34,23,22,21,23,22,22,26,35
762,2015/11/22,頭份,PM2.5,30,20,17,16,14,12,8,8,12,16,19,16,16,20,18,16,15,16,24,22,18,18,16,17
763,2015/11/23,頭份,PM2.5,15,9,11,14,16,18,16,16,16,16,18,18,16,16,15,14,19,16,15,15,16,22,26,26
764,2015/11/24,頭份,PM2.5,27,29,28,26,21,16,12,14,14,11,13,15,16,15,16,15,15,16,18,15,12,13,13,11
765,2015/11/25,頭份,PM2.5,13,17,16,14,15,15,16,18,21,16,16,22,14,14,14,15,16,16,13,8,9,11,10,9
766,2015/11/26,頭份,PM2.5,12,13,13,16,13,13,14,13,14,16,21,22,13,14,10,16,20,16,12,14,15,13,12,12
767,2015/11/27,頭份,PM2.5,15,14,14,16,16,16,16,16,16,19,18,17,21,17,18,26,26,27,32,30,28,26,22,25
768,2015/11/28,頭份,PM2.5,25,21,22,21,17,22,36,36,28,34,35,29,26,25,27,27,25,23,23,22,26,30,30,32
769,2015/11/29,頭份,PM2.5,34,31,30,31,28,26,26,27,33,36,27,24,24,27,27,23,27,27,22,22,22,21,21,16
770,2015/11/30,頭份,PM2.5,16,16,12,8,9,12,12,9,10,12,13,13,12,16,17,15,14,14,12,13,16,16,11,11
771,2015/12/01,頭份,PM2.5,12,9,7,10,14,16,17,16,22,25,19,16,19,23,19,16,29,31,19,19,16,10,8,13
772,2015/12/02,頭份,PM2.5,16,17,16,16,16,16,16,20,26,19,16,16,16,17,20,23,22,26,27,28,32,27,24,29
773,2015/12/03,頭份,PM2.5,40,40,29,19,13,16,16,15,16,22,29,28,30,36,34,30,28,27,27,29,30,30,31,30
774,2015/12/04,頭份,PM2.5,27,19,17,18,20,25,25,24,24,19,16,16,16,18,17,17,22,20,22,25,24,19,16,16
775,2015/12/05,頭份,PM2.5,17,18,17,17,16,16,16,15,23,27,27,25,22,21,17,16,16,16,15,16,17,15,9,7
776,2015/12/06,頭份,PM2.5,5,3,4,7,6,3,5,8,8,8,9,8,6,7,7,9,10,5,6,15,16,11,16,20
777,2015/12/07,頭份,PM2.5,18,17,16,15,15,18,20,20,22,24,23,20,21,15,15,11,8,11,13,9,8,8,8,10
778,2015/12/08,頭份,PM2.5,11,13,12,10,13,11,11,16,15,10,11,13,10,10,13,9,7,8,6,6,6,12,14,14
779,2015/12/09,頭份,PM2.5,16,11,10,13,9,13,20,22,21,24,30,37,31,22,21,20,16,19,26,23,21,24,26,25
780,2015/12/10,頭份,PM2.5,27,23,16,13,2,0,4,4,6,4,4,2,2,4,5,7,7,6,8,10,13,13,12,9
781,2015/12/11,頭份,PM2.5,10,16,16,16,15,9,9,13,10,11,15,16,17,21,28,28,26,27,26,21,19,21,22,17
782,2015/12/12,頭份,PM2.5,15,16,16,17,16,10,13,17,17,14,14,7,7,16,16,17,20,18,16,14,16,18,15,14
783,2015/12/13,頭份,PM2.5,15,16,16,13,10,11,9,10,15,17,22,28,27,22,23,25,27,27,31,35,31,27,27,26
784,2015/12/14,頭份,PM2.5,25,26,23,16,17,18,16,15,18,22,24,22,19,18,17,18,17,19,21,16,14,11,8,9
785,2015/12/15,頭份,PM2.5,15,19,17,15,16,17,17,26,34,45,56,62,65,63,63,65,69,77,86,85,83,80,77,78
786,2015/12/16,頭份,PM2.5,78,74,76,76,79,77,70,66,66,67,61,56,64,72,72,74,82,81,65,43,33,30,28,26
787,2015/12/17,頭份,PM2.5,22,26,28,27,34,39,37,34,32,27,25,29,27,24,28,31,27,21,16,18,19,15,14,18
788,2015/12/18,頭份,PM2.5,21,20,19,15,12,15,17,18,18,15,10,9,10,12,9,10,12,9,8,6,2,0,4,5
789,2015/12/19,頭份,PM2.5,7,10,9,7,4,5,9,9,9,14,16,14,12,9,12,11,10,12,13,13,12,13,16,16
790,2015/12/20,頭份,PM2.5,13,12,11,15,17,14,11,16,22,27,39,48,46,46,44,38,36,38,32,24,26,24,25,35
791,2015/12/21,頭份,PM2.5,40,42,44,40,37,34,31,33,36,36,34,22,24,27,27,23,24,23,20,21,18,16,16,16
792,2015/12/22,頭份,PM2.5,16,18,19,19,20,21,28,37,39,38,36,31,27,25,27,27,21,15,15,23,23,21,23,23
793,2015/12/23,頭份,PM2.5,25,25,22,23,24,21,20,17,18,20,16,16,18,23,31,34,30,28,31,36,39,36,34,41
794,2015/12/24,頭份,PM2.5,41,35,31,34,36,31,21,16,22,26,30,36,39,42,35,25,19,21,24,22,26,30,28,28
795,2015/12/25,頭份,PM2.5,24,26,20,4,8,8,2,2,4,4,6,10,9,7,7,6,10,18,21,20,23,25,27,27
796,2015/12/26,頭份,PM2.5,27,29,30,32,35,39,41,39,36,36,36,36,36,39,44,47,47,46,47,49,50,46,44,47
797,2015/12/27,頭份,PM2.5,50,46,46,49,45,39,39,33,16,5,6,6,6,4,3,7,12,11,8,12,14,14,21,25
798,2015/12/28,頭份,PM2.5,22,19,19,21,17,14,16,18,22,25,24,26,24,20,21,22,22,24,23,20,20,17,16,14
799,2015/12/29,頭份,PM2.5,14,16,16,16,16,13,14,20,20,16,15,22,16,16,17,18,19,19,20,23,21,16,16,16
800,2015/12/30,頭份,PM2.5,15,15,11,8,11,14,16,13,9,11,12,11,12,13,11,12,12,11,8,6,5,9,13,12
801,2015/12/31,頭份,PM2.5,13,12,9,8,9,9,9,9,8,14,16,23,36,39,42,51,51,51,53,55,57,56,51,52
802,2015/01/01,馬公,PM2.5,296,301,46,55,55,52,49,44,37,36,42,43,39,35,34,32,24,21,18,15,18,15,10,12
803,2015/01/02,馬公,PM2.5,13,12,13,12,12,12,12,12,12,17,18,18,17,16,15,19,23,19,18,18,17,15,14,16
804,2015/01/03,馬公,PM2.5,14,10,11,12,11,12,15,18,18,14,10,10,13,10,11,17,18,19,18,18,18,16,16,18
805,2015/01/04,馬公,PM2.5,18,13,14,18,18,17,17,18,19,19,16,17,18,18,15,15,18,19,19,20,20,18,18,18
806,2015/01/05,馬公,PM2.5,21,16,12,17,18,17,17,23,33,35,34,39,39,44,46,32,27,29,30,27,30,34,29,25
807,2015/01/06,馬公,PM2.5,22,18,17,18,18,19,17,11,13,18,23,24,16,12,13,12,12,19,27,29,50,82,77,60
808,2015/01/07,馬公,PM2.5,52,43,39,37,28,25,20,13,13,11,11,10,8,12,14,13,15,16,12,12,15,15,17,18
809,2015/01/08,馬公,PM2.5,18,21,22,24,24,28,32,31,30,32,35,37,39,37,35,37,43,44,39,33,33,32,30,28
810,2015/01/09,馬公,PM2.5,30,27,18,12,13,12,11,12,16,18,15,18,21,19,22,24,29,31,30,29,31,31,28,28
811,2015/01/10,馬公,PM2.5,24,21,21,18,12,11,8,9,12,10,10,12,14,17,18,24,26,26,29,34,36,42,43,39
812,2015/01/11,馬公,PM2.5,36,36,35,33,34,33,32,32,25,23,25,24,24,24,25,25,24,24,25,25,24,25,27,29
813,2015/01/12,馬公,PM2.5,32,31,30,27,25,24,24,21,22,23,23,23,24,23,23,27,28,30,27,24,24,20,15,13
814,2015/01/13,馬公,PM2.5,13,10,11,13,17,17,14,12,15,12,11,14,14,13,18,14,15,16,13,9,7,7,8,8
815,2015/01/14,馬公,PM2.5,7,5,4,5,6,7,7,9,12,12,6,6,12,15,12,10,11,10,9,13,17,13,10,12
816,2015/01/15,馬公,PM2.5,12,11,12,14,15,15,18,16,17,21,18,20,22,24,26,28,26,24,22,15,12,16,19,20
817,2015/01/16,馬公,PM2.5,18,22,23,21,21,22,25,28,26,26,27,26,26,27,29,30,29,29,27,27,24,25,27,24
818,2015/01/17,馬公,PM2.5,22,23,24,29,32,34,38,43,55,65,69,66,59,57,62,67,66,67,73,78,86,88,79,70
819,2015/01/18,馬公,PM2.5,66,63,54,42,37,37,36,33,32,34,38,37,31,32,36,38,37,37,36,30,24,22,19,17
820,2015/01/19,馬公,PM2.5,20,22,23,28,26,25,28,24,26,35,39,45,45,43,41,39,39,38,41,39,38,37,36,30
821,2015/01/20,馬公,PM2.5,30,34,36,35,33,34,35,34,34,36,36,34,34,35,35,36,34,34,36,36,36,34,30,28
822,2015/01/21,馬公,PM2.5,30,31,30,26,26,29,32,36,36,34,30,30,30,28,30,27,25,29,29,30,31,31,30,34
823,2015/01/22,馬公,PM2.5,36,35,32,30,30,31,33,29,26,30,30,31,33,27,24,27,29,35,46,43,31,30,28,26
824,2015/01/23,馬公,PM2.5,30,34,36,36,42,46,41,38,39,40,43,43,43,43,42,35,36,39,37,37,41,38,34,37
825,2015/01/24,馬公,PM2.5,41,39,39,42,43,43,43,43,45,46,45,45,46,46,44,48,50,48,45,43,44,42,41,37
826,2015/01/25,馬公,PM2.5,32,31,32,32,28,25,28,32,32,28,28,32,31,30,29,30,33,36,34,28,24,22,20,18
827,2015/01/26,馬公,PM2.5,23,22,15,16,18,15,16,16,19,20,18,18,21,19,18,21,29,36,31,26,25,29,37,45
828,2015/01/27,馬公,PM2.5,42,46,58,56,48,43,41,43,39,33,35,38,38,36,35,31,27,28,35,36,30,33,36,35
829,2015/01/28,馬公,PM2.5,33,33,33,31,29,24,20,17,16,17,18,21,23,24,25,20,18,18,15,15,14,12,13,15
830,2015/01/29,馬公,PM2.5,14,14,12,8,12,15,13,12,17,18,18,18,19,19,19,21,24,23,19,18,17,16,16,14
831,2015/01/30,馬公,PM2.5,13,17,19,19,18,18,18,18,16,13,16,15,13,15,13,15,18,17,16,12,11,12,12,10
832,2015/01/31,馬公,PM2.5,11,15,16,15,16,18,22,26,27,25,29,30,33,38,36,34,33,28,24,20,17,20,23,21
833,2015/02/01,馬公,PM2.5,19,18,14,12,14,17,18,16,14,14,12,16,19,19,18,17,17,17,18,17,15,16,17,18
834,2015/02/02,馬公,PM2.5,17,15,18,18,18,20,21,20,22,22,24,23,20,25,27,23,23,23,23,24,21,21,26,27
835,2015/02/03,馬公,PM2.5,24,21,24,27,24,22,22,21,18,17,15,18,21,21,18,19,26,27,23,20,19,16,14,15
836,2015/02/04,馬公,PM2.5,14,12,12,9,8,9,8,12,12,11,16,17,13,18,19,18,24,22,17,19,20,19,22,30
837,2015/02/05,馬公,PM2.5,33,35,36,30,28,30,35,41,46,51,59,64,62,60,61,59,52,49,55,64,68,69,67,59
838,2015/02/06,馬公,PM2.5,48,42,32,24,24,27,24,20,21,24,25,26,29,31,29,23,22,22,21,24,26,26,24,23
839,2015/02/07,馬公,PM2.5,20,22,24,21,25,34,33,31,30,27,30,34,30,31,35,36,34,33,35,33,30,27,25,27
840,2015/02/08,馬公,PM2.5,27,21,21,22,22,25,29,27,29,38,42,41,43,47,49,53,61,71,69,59,50,35,22,22
841,2015/02/09,馬公,PM2.5,24,25,24,23,18,16,17,13,10,12,14,14,14,12,12,14,17,19,21,21,18,19,16,12
842,2015/02/10,馬公,PM2.5,12,12,12,10,8,9,11,12,14,12,12,13,19,8,12,16,15,12,12,12,12,10,10,10
843,2015/02/11,馬公,PM2.5,12,12,12,13,13,12,11,14,12,12,15,14,12,12,13,13,15,16,18,18,17,18,22,24
844,2015/02/12,馬公,PM2.5,25,30,32,35,36,38,43,49,50,48,48,46,42,40,37,31,28,28,28,27,24,23,24,24
845,2015/02/13,馬公,PM2.5,22,20,18,19,25,30,34,33,30,30,36,41,41,39,39,38,42,43,42,39,39,37,37,37
846,2015/02/14,馬公,PM2.5,37,36,34,34,36,42,40,40,40,39,37,39,38,34,33,36,35,36,37,35,32,30,33,34
847,2015/02/15,馬公,PM2.5,33,36,41,41,39,36,36,44,49,44,43,41,35,33,33,36,34,32,35,35,36,37,34,30
848,2015/02/16,馬公,PM2.5,28,25,25,24,24,24,19,14,17,19,18,17,24,24,17,13,12,16,22,22,21,21,23,24
849,2015/02/17,馬公,PM2.5,24,24,28,32,36,40,41,45,46,49,59,60,55,51,47,44,50,51,47,43,36,35,36,40
850,2015/02/18,馬公,PM2.5,45,50,48,43,42,43,43,43,44,44,46,48,47,46,46,46,44,37,30,28,27,26,27,28
851,2015/02/19,馬公,PM2.5,25,26,30,30,34,40,45,48,49,47,42,33,28,25,22,26,27,26,27,25,19,17,18,18
852,2015/02/20,馬公,PM2.5,20,18,17,18,16,11,12,14,15,18,20,22,21,18,18,21,23,26,23,17,18,19,19,21
853,2015/02/21,馬公,PM2.5,22,22,22,22,25,24,25,31,36,36,35,31,27,18,11,12,14,15,14,14,14,13,15,24
854,2015/02/22,馬公,PM2.5,30,25,22,19,19,21,18,16,23,30,36,33,28,23,18,18,22,22,24,30,33,36,37,36
855,2015/02/23,馬公,PM2.5,30,27,30,31,37,36,30,36,41,37,36,36,35,32,32,33,34,34,31,28,24,24,24,22
856,2015/02/24,馬公,PM2.5,24,17,16,16,16,17,17,18,13,12,12,17,19,11,11,11,12,13,12,10,11,15,16,18
857,2015/02/25,馬公,PM2.5,16,16,19,19,18,20,18,14,16,17,20,20,17,16,12,12,14,12,13,11,12,14,13,15
858,2015/02/26,馬公,PM2.5,16,15,15,12,13,18,23,24,20,18,16,16,18,16,18,24,24,18,18,15,12,16,17,14
859,2015/02/27,馬公,PM2.5,11,9,8,12,12,11,10,7,9,14,17,12,11,16,18,19,18,14,13,13,13,15,13,10
860,2015/02/28,馬公,PM2.5,11,8,6,6,6,5,9,10,10,10,12,12,16,19,16,13,13,13,13,13,12,8,12,17
861,2015/03/01,馬公,PM2.5,11,11,13,14,14,13,11,10,11,12,11,12,12,12,13,13,12,14,15,15,13,13,18,16
862,2015/03/02,馬公,PM2.5,15,17,20,23,24,28,30,36,42,48,49,45,50,53,51,53,50,46,47,47,48,47,46,46
863,2015/03/03,馬公,PM2.5,43,39,39,43,44,47,49,49,46,43,42,39,36,37,36,36,45,51,52,55,54,54,47,34
864,2015/03/04,馬公,PM2.5,37,35,18,14,23,30,32,32,36,41,42,36,36,33,31,30,24,21,22,22,19,18,13,12
865,2015/03/05,馬公,PM2.5,13,12,13,11,12,14,13,9,12,23,21,13,10,10,10,12,16,12,12,11,12,14,9,6
866,2015/03/06,馬公,PM2.5,10,15,12,12,15,12,11,10,10,9,10,12,19,10,7,7,12,10,10,14,12,10,10,9
867,2015/03/07,馬公,PM2.5,10,10,8,9,9,11,17,16,12,12,14,11,12,14,10,12,12,15,18,15,14,17,17,16
868,2015/03/08,馬公,PM2.5,16,18,18,16,18,14,12,14,19,22,19,18,20,19,20,24,25,23,23,24,23,22,22,22
869,2015/03/09,馬公,PM2.5,23,27,28,25,27,24,19,23,22,19,23,25,26,18,10,14,21,26,24,20,20,18,12,14
870,2015/03/10,馬公,PM2.5,18,16,20,25,27,29,29,28,28,30,34,31,30,32,34,38,43,43,37,34,29,23,20,18
871,2015/03/11,馬公,PM2.5,18,18,16,18,19,17,12,13,12,8,10,19,19,6,9,8,7,8,5,5,4,6,8,4
872,2015/03/12,馬公,PM2.5,4,5,4,16,16,17,6,8,8,12,17,15,11,9,8,9,9,9,10,13,18,15,12,16
873,2015/03/13,馬公,PM2.5,16,14,13,12,11,13,10,9,14,17,17,22,24,22,24,24,22,24,23,22,23,19,17,15
874,2015/03/14,馬公,PM2.5,18,23,23,22,24,25,20,19,20,20,23,23,24,25,22,19,21,20,18,21,30,34,29,25
875,2015/03/15,馬公,PM2.5,25,18,20,27,24,24,18,19,24,25,20,15,17,21,27,25,25,18,18,17,23,25,21,21
876,2015/03/16,馬公,PM2.5,21,12,4,4,5,3,3,6,12,12,18,19,19,18,18,18,9,4,15,18,12,18,19,19
877,2015/03/17,馬公,PM2.5,17,15,16,20,22,20,21,26,39,19,36,36,31,24,23,24,25,23,19,14,12,21,24,18
878,2015/03/18,馬公,PM2.5,12,12,10,10,14,16,12,10,9,9,12,12,12,12,10,8,9,10,19,19,19,18,18,17
879,2015/03/19,馬公,PM2.5,17,17,16,16,16,17,17,18,19,19,18,19,19,18,18,18,18,18,19,19,19,18,18,17
880,2015/03/20,馬公,PM2.5,17,17,16,16,16,17,17,18,19,19,18,19,19,18,18,18,18,18,19,31,30,30,36,38
881,2015/03/21,馬公,PM2.5,38,38,39,35,26,23,27,29,28,30,26,24,26,20,20,20,24,18,18,21,19,19,20,18
882,2015/03/22,馬公,PM2.5,16,12,14,18,21,20,20,24,25,22,24,35,43,40,36,37,36,34,38,33,33,38,36,42
883,2015/03/23,馬公,PM2.5,42,45,40,35,30,30,31,34,34,34,35,35,30,23,24,19,12,6,6,9,12,11,14,21
884,2015/03/24,馬公,PM2.5,21,18,19,17,12,10,9,11,10,12,21,19,19,18,16,15,14,17,19,18,16,15,16,17
885,2015/03/25,馬公,PM2.5,18,18,17,15,18,18,18,20,17,19,12,12,14,16,12,11,11,12,12,10,10,12,11,10
886,2015/03/26,馬公,PM2.5,11,15,15,14,12,7,7,11,9,8,11,12,14,18,22,19,15,17,18,19,18,18,20,18
887,2015/03/27,馬公,PM2.5,21,18,13,12,11,9,10,10,6,6,12,12,8,10,9,6,6,5,6,7,9,9,10,12
888,2015/03/28,馬公,PM2.5,12,11,13,10,5,13,16,14,21,20,12,10,15,19,17,14,14,10,14,18,15,18,17,16
889,2015/03/29,馬公,PM2.5,14,11,12,14,13,12,13,16,17,18,15,12,16,21,20,14,14,17,18,19,14,12,12,17
890,2015/03/30,馬公,PM2.5,22,18,18,21,18,10,9,15,18,16,18,19,19,18,18,20,15,15,15,18,20,21,23,24
891,2015/03/31,馬公,PM2.5,21,18,17,15,14,16,14,10,11,12,11,13,14,8,5,6,6,3,6,8,7,9,5,7
892,2015/04/01,馬公,PM2.5,12,11,6,0,5,8,9,12,11,9,12,6,0,2,10,12,10,12,14,18,13,6,6,5
893,2015/04/02,馬公,PM2.5,7,10,6,6,6,7,4,6,11,15,12,6,5,7,6,6,9,6,6,8,5,0,4,2
894,2015/04/03,馬公,PM2.5,0,6,7,10,10,10,9,13,12,6,7,10,9,5,4,6,10,11,8,8,9,18,18,17
895,2015/04/04,馬公,PM2.5,17,17,16,16,16,17,17,18,19,19,18,19,19,18,18,18,18,18,19,19,19,18,18,17
896,2015/04/05,馬公,PM2.5,17,17,16,16,16,17,17,18,19,19,18,19,19,18,18,18,18,18,17,16,18,16,12,13
897,2015/04/06,馬公,PM2.5,12,12,18,15,12,13,11,12,13,8,13,16,13,13,10,9,12,16,15,15,21,31,34,29
898,2015/04/07,馬公,PM2.5,28,25,18,12,9,6,10,14,11,8,7,10,15,18,22,22,18,12,12,14,12,8,9,11
899,2015/04/08,馬公,PM2.5,9,11,13,12,13,12,8,10,10,8,7,7,10,8,7,11,12,10,11,12,16,16,12,12
900,2015/04/09,馬公,PM2.5,8,8,7,8,12,11,9,11,10,10,12,12,11,13,12,12,16,16,16,18,17,12,13,11
