,日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1371,2015/07/24,馬祖,PM2.5,14,15,10,11,13,9,7,11,17,22,18,15,17,15,13,17,14,12,13,11,11,10,8,11
1372,2015/07/25,馬祖,PM2.5,12,11,13,11,12,12,14,17,20,22,23,26,25,17,14,13,9,12,16,14,10,13,16,17
1373,2015/07/26,馬祖,PM2.5,15,14,17,17,16,16,17,18,22,24,28,31,28,25,23,17,16,15,12,16,18,18,21,24
1374,2015/07/27,馬祖,PM2.5,23,24,23,24,23,16,18,24,27,36,40,40,36,31,25,17,17,18,17,13,16,17,19,22
1375,2015/07/28,馬祖,PM2.5,18,20,24,20,17,18,21,25,31,37,41,38,35,30,24,23,17,8,9,15,18,18,18,19
1376,2015/07/29,馬祖,PM2.5,24,25,26,22,17,19,17,18,23,26,27,40,34,24,22,21,25,28,26,25,26,21,21,22
1377,2015/07/30,馬祖,PM2.5,25,27,25,17,16,17,18,21,28,35,36,33,39,36,22,19,20,17,13,12,12,14,12,7
1378,2015/07/31,馬祖,PM2.5,11,11,11,13,15,18,20,24,26,29,34,36,34,28,18,10,9,12,14,13,10,9,13,15
1379,2015/08/01,馬祖,PM2.5,15,13,9,7,7,8,11,12,10,12,22,27,22,23,19,18,20,18,17,11,9,11,11,13
1380,2015/08/02,馬祖,PM2.5,11,10,11,11,13,13,16,20,21,17,17,19,18,17,18,23,18,16,17,10,9,13,13,15
1381,2015/08/03,馬祖,PM2.5,18,17,17,20,18,19,22,23,21,17,19,24,26,23,22,21,19,22,19,17,18,18,17,18
1382,2015/08/04,馬祖,PM2.5,19,18,19,18,18,26,29,27,25,27,30,33,36,32,28,23,19,25,25,23,24,18,15,18
1383,2015/08/05,馬祖,PM2.5,24,23,18,18,21,21,27,31,26,23,26,27,27,18,17,17,24,28,26,26,27,27,29,30
1384,2015/08/06,馬祖,PM2.5,28,29,30,30,31,31,33,34,29,28,27,21,17,19,17,14,17,20,17,16,18,19,17,18
1385,2015/08/07,馬祖,PM2.5,17,14,13,11,9,8,8,14,16,12,8,5,6,7,9,10,8,8,8,7,8,9,7,6
1386,2015/08/08,馬祖,PM2.5,7,8,22,22,23,17,7,0,4,5,4,4,27,0,0,4,4,5,9,17,18,14,7,5
1387,2015/08/09,馬祖,PM2.5,2,0,0,0,3,3,5,7,7,7,7,8,7,4,4,8,8,7,10,9,6,7,6,4
1388,2015/08/10,馬祖,PM2.5,5,3,3,2,3,5,4,4,7,12,16,17,16,16,14,11,12,14,13,8,9,12,12,13
1389,2015/08/11,馬祖,PM2.5,13,13,12,12,9,6,7,9,13,14,15,15,27,36,25,14,14,12,9,11,11,15,17,12
1390,2015/08/12,馬祖,PM2.5,13,16,17,13,10,15,15,14,20,22,20,23,26,20,11,9,12,11,7,7,11,14,10,10
1391,2015/08/13,馬祖,PM2.5,14,12,10,12,14,16,12,12,13,17,20,20,18,17,13,13,13,10,7,7,12,10,7,8
1392,2015/08/14,馬祖,PM2.5,13,12,10,11,9,10,11,10,14,14,10,11,15,15,14,14,13,12,9,7,10,16,16,14
1393,2015/08/15,馬祖,PM2.5,10,10,7,7,9,10,12,12,20,22,17,12,13,17,15,13,13,14,14,14,11,9,16,19
1394,2015/08/16,馬祖,PM2.5,21,18,12,10,8,11,12,17,24,27,28,31,32,27,24,19,14,18,23,15,9,12,17,17
1395,2015/08/17,馬祖,PM2.5,17,21,19,18,22,27,32,32,24,21,24,22,23,26,22,17,16,24,30,33,38,39,33,31
1396,2015/08/18,馬祖,PM2.5,37,40,40,36,28,27,27,24,18,17,19,15,10,14,14,8,7,11,8,4,7,14,16,16
1397,2015/08/19,馬祖,PM2.5,17,17,19,22,27,28,28,27,28,33,37,36,33,30,31,35,34,24,34,30,22,27,27,33
1398,2015/08/20,馬祖,PM2.5,32,29,30,29,32,32,29,28,28,32,32,30,25,16,10,7,9,9,9,12,10,11,10,7
1399,2015/08/21,馬祖,PM2.5,4,3,4,5,6,8,9,7,9,11,8,7,11,9,6,8,10,9,8,11,9,9,7,4
1400,2015/08/22,馬祖,PM2.5,7,7,7,8,7,7,9,8,4,7,9,7,11,15,12,11,13,11,9,8,6,8,10,6
1401,2015/08/23,馬祖,PM2.5,5,7,8,7,5,7,8,9,11,7,5,7,11,12,8,3,6,9,11,11,9,7,3,1
1402,2015/08/24,馬祖,PM2.5,3,7,9,12,14,14,11,11,16,14,14,19,21,19,17,13,17,19,13,12,13,13,12,9
1403,2015/08/25,馬祖,PM2.5,10,12,12,12,11,10,9,7,9,12,27,27,27,26,21,17,16,12,16,17,14,16,17,17
1404,2015/08/26,馬祖,PM2.5,18,17,17,15,14,14,17,20,18,16,17,22,18,15,19,23,21,17,18,22,20,17,18,15
1405,2015/08/27,馬祖,PM2.5,18,22,21,20,20,18,20,26,25,27,33,27,24,20,18,23,27,23,17,17,17,14,12,11
1406,2015/08/28,馬祖,PM2.5,16,21,23,22,22,25,28,30,29,31,33,37,36,26,18,21,21,18,14,12,16,16,15,18
1407,2015/08/29,馬祖,PM2.5,19,18,18,20,20,20,20,17,14,15,17,27,27,12,7,8,13,14,11,7,9,11,10,9
1408,2015/08/30,馬祖,PM2.5,13,17,19,18,20,20,19,21,24,27,26,27,30,31,25,27,28,27,23,22,20,24,28,25
1409,2015/08/31,馬祖,PM2.5,25,28,28,28,27,27,27,26,24,21,19,18,18,19,17,15,17,24,24,23,21,21,18,16
1410,2015/09/01,馬祖,PM2.5,18,19,18,21,22,18,18,18,12,10,17,20,20,25,27,26,25,18,9,8,10,8,8,10
1411,2015/09/02,馬祖,PM2.5,11,15,18,16,15,18,22,23,17,15,12,8,27,15,17,10,12,18,18,20,22,27,28,27
1412,2015/09/03,馬祖,PM2.5,17,5,7,11,9,7,8,10,11,10,13,13,12,13,25,37,37,39,41,37,28,27,29,28
1413,2015/09/04,馬祖,PM2.5,30,31,27,23,16,15,20,18,18,25,22,19,26,28,29,24,21,27,30,30,32,24,12,10
1414,2015/09/05,馬祖,PM2.5,16,18,17,17,19,23,22,17,20,20,37,58,63,53,37,27,22,17,11,15,17,14,15,15
1415,2015/09/06,馬祖,PM2.5,20,25,28,28,29,33,36,38,43,47,50,48,40,37,33,21,5,1,6,9,16,20,20,16
1416,2015/09/07,馬祖,PM2.5,16,21,23,27,27,23,21,18,24,27,27,29,34,43,49,44,34,27,25,27,22,19,20,18
1417,2015/09/08,馬祖,PM2.5,17,20,18,18,19,18,22,22,21,22,22,27,29,27,25,22,21,17,15,14,12,9,9,13
1418,2015/09/09,馬祖,PM2.5,15,13,11,14,16,15,12,10,14,17,17,27,8,15,17,11,16,17,11,15,17,13,11,9
1419,2015/09/10,馬祖,PM2.5,10,13,12,12,16,14,16,16,16,20,18,16,17,18,21,21,18,17,19,23,18,10,9,18
1420,2015/09/11,馬祖,PM2.5,19,17,17,11,11,16,22,20,15,15,17,18,18,17,17,19,18,17,17,20,17,11,14,13
1421,2015/09/12,馬祖,PM2.5,9,14,15,11,12,15,18,17,12,17,27,17,10,14,15,13,15,18,19,18,20,32,48,52
1422,2015/09/13,馬祖,PM2.5,47,40,37,37,37,37,37,28,20,22,27,29,28,29,31,35,40,42,42,42,38,34,29,27
1423,2015/09/14,馬祖,PM2.5,23,16,18,22,21,19,18,17,18,17,17,17,13,11,16,21,23,23,20,21,24,25,22,21
1424,2015/09/15,馬祖,PM2.5,24,22,21,20,18,19,19,19,17,17,18,19,21,19,16,18,20,17,17,18,13,10,12,13
1425,2015/09/16,馬祖,PM2.5,16,17,15,16,17,15,11,9,6,1,5,27,10,9,9,15,24,17,18,17,14,14,16,18
1426,2015/09/17,馬祖,PM2.5,19,20,22,22,31,28,27,29,30,30,30,29,30,27,28,29,27,23,16,17,20,19,17,15
1427,2015/09/18,馬祖,PM2.5,17,18,18,19,22,21,22,23,25,26,24,29,30,24,26,27,28,26,24,25,22,23,29,35
1428,2015/09/19,馬祖,PM2.5,39,42,39,36,36,37,37,32,24,27,27,27,35,35,32,32,24,28,28,27,25,25,23,22
1429,2015/09/20,馬祖,PM2.5,25,27,29,30,31,25,17,17,24,33,32,29,29,28,31,28,28,27,17,16,17,15,12,12
1430,2015/09/21,馬祖,PM2.5,7,4,8,14,12,10,12,7,7,9,8,7,5,7,8,5,5,7,6,7,10,12,13,12
1431,2015/09/22,馬祖,PM2.5,16,16,15,12,9,11,11,10,9,11,16,15,18,21,21,24,23,18,18,19,20,21,22,18
1432,2015/09/23,馬祖,PM2.5,18,19,17,17,17,18,22,28,31,34,27,48,42,31,28,26,26,33,41,42,37,41,46,28
1433,2015/09/24,馬祖,PM2.5,13,9,9,11,9,13,17,14,9,10,10,12,17,21,27,27,25,28,27,27,27,21,21,18
1434,2015/09/25,馬祖,PM2.5,13,14,15,14,15,17,16,16,17,13,13,13,7,9,13,14,14,10,8,10,11,11,13,14
1435,2015/09/26,馬祖,PM2.5,17,25,26,24,25,24,23,23,22,20,21,23,27,26,25,24,24,24,23,23,22,22,22,22
1436,2015/09/27,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1437,2015/09/28,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1438,2015/09/29,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1439,2015/09/30,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1440,2015/10/01,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1441,2015/10/02,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1442,2015/10/03,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1443,2015/10/04,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1444,2015/10/05,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,5,7,10,16,19,18,15,15
1445,2015/10/06,馬祖,PM2.5,17,18,22,23,21,19,19,19,17,17,17,17,18,12,8,9,10,10,9,10,11,7,4,3
1446,2015/10/07,馬祖,PM2.5,5,4,1,4,6,5,4,7,7,7,6,5,7,8,6,6,9,8,7,7,7,8,10,8
1447,2015/10/08,馬祖,PM2.5,7,7,6,5,4,4,7,7,4,7,8,9,17,20,15,14,19,16,11,14,15,14,17,17
1448,2015/10/09,馬祖,PM2.5,14,8,1,3,4,2,4,7,8,9,11,12,15,14,15,15,11,12,12,14,17,20,20,21
1449,2015/10/10,馬祖,PM2.5,20,23,22,22,25,26,29,33,31,29,33,36,34,34,31,28,30,34,33,29,29,28,26,24
1450,2015/10/11,馬祖,PM2.5,25,27,28,28,24,17,17,18,21,20,20,26,30,31,34,38,39,37,28,18,17,19,20,20
1451,2015/10/12,馬祖,PM2.5,20,23,28,32,32,33,33,33,37,37,37,39,42,41,41,41,39,37,44,47,37,36,36,35
1452,2015/10/13,馬祖,PM2.5,38,44,44,46,47,48,52,59,61,60,63,71,76,73,69,64,64,74,68,55,47,39,36,33
1453,2015/10/14,馬祖,PM2.5,31,29,37,44,44,47,47,45,44,44,47,27,55,54,52,57,57,53,49,47,47,52,53,49
1454,2015/10/15,馬祖,PM2.5,44,45,45,41,40,41,43,40,37,40,37,27,25,22,18,17,22,47,38,13,14,14,15,14
1455,2015/10/16,馬祖,PM2.5,11,15,15,12,13,14,15,15,16,17,18,18,17,15,15,18,27,27,24,20,16,17,17,12
1456,2015/10/17,馬祖,PM2.5,10,11,18,21,19,20,23,28,29,26,21,17,22,23,19,17,18,20,20,20,22,19,17,18
1457,2015/10/18,馬祖,PM2.5,21,25,26,23,20,23,27,23,20,20,24,24,21,20,18,20,18,14,14,16,18,15,11,10
1458,2015/10/19,馬祖,PM2.5,13,15,14,13,13,15,17,13,11,12,10,13,16,18,17,18,21,23,20,16,17,17,17,18
1459,2015/10/20,馬祖,PM2.5,16,14,17,19,18,17,19,24,22,24,27,24,22,23,27,27,23,19,18,15,8,7,8,11
1460,2015/10/21,馬祖,PM2.5,14,14,16,17,13,13,17,19,20,18,18,18,18,21,21,19,25,44,41,24,17,17,19,17
1461,2015/10/22,馬祖,PM2.5,19,25,25,23,25,22,20,21,21,21,24,30,28,28,29,27,27,23,21,26,29,33,37,38
1462,2015/10/23,馬祖,PM2.5,39,44,45,47,47,47,46,40,37,35,33,32,31,29,28,28,32,31,30,33,35,36,38,34
1463,2015/10/24,馬祖,PM2.5,27,27,31,31,28,30,30,28,27,28,33,30,25,24,28,30,34,30,23,24,23,22,25,27
1464,2015/10/25,馬祖,PM2.5,21,22,25,25,24,23,26,27,29,29,51,52,27,23,21,22,38,44,34,28,24,25,27,27
1465,2015/10/26,馬祖,PM2.5,22,23,23,22,24,27,28,27,29,33,33,34,31,27,27,27,30,30,31,31,31,32,29,28
1466,2015/10/27,馬祖,PM2.5,30,33,33,27,23,29,31,26,29,35,35,36,44,43,34,34,40,37,29,27,27,32,38,37
1467,2015/10/28,馬祖,PM2.5,36,37,37,39,44,47,45,41,37,35,27,42,45,47,53,56,60,62,58,63,68,65,58,54
1468,2015/10/29,馬祖,PM2.5,58,58,54,48,46,44,41,46,52,50,47,49,50,51,47,47,44,43,47,38,33,38,37,37
1469,2015/10/30,馬祖,PM2.5,41,41,41,36,31,37,40,32,16,7,8,7,6,4,3,5,6,5,5,10,13,11,9,14
1470,2015/10/31,馬祖,PM2.5,14,14,19,23,25,26,26,25,26,20,17,18,19,17,17,17,18,17,17,17,18,18,16,17
1471,2015/11/01,馬祖,PM2.5,20,21,18,18,17,14,12,13,16,13,13,20,23,15,9,11,9,8,13,11,11,12,14,13
1472,2015/11/02,馬祖,PM2.5,7,5,3,6,10,9,9,12,17,20,21,23,28,28,26,24,24,29,33,37,37,35,37,44
1473,2015/11/03,馬祖,PM2.5,52,54,53,55,60,65,67,68,66,61,27,57,51,46,43,39,37,32,28,31,32,32,29,27
1474,2015/11/04,馬祖,PM2.5,25,25,25,27,28,27,27,28,31,27,23,18,21,23,19,19,17,15,15,15,14,12,15,15
1475,2015/11/05,馬祖,PM2.5,13,11,8,6,5,6,5,6,6,4,7,11,8,5,7,9,7,4,3,4,7,5,7,11
1476,2015/11/06,馬祖,PM2.5,11,9,8,10,7,7,10,9,9,14,16,13,13,11,11,9,7,11,12,14,14,9,7,7
1477,2015/11/07,馬祖,PM2.5,7,9,7,7,7,6,5,7,10,11,14,18,16,14,12,13,12,11,15,16,13,12,12,9
1478,2015/11/08,馬祖,PM2.5,8,6,8,10,7,7,7,7,10,11,12,18,22,21,21,18,14,16,17,10,11,18,20,21
1479,2015/11/09,馬祖,PM2.5,18,12,11,8,6,3,3,3,5,10,12,16,15,13,11,9,9,8,9,7,6,13,22,24
1480,2015/11/10,馬祖,PM2.5,25,26,26,26,24,24,27,30,32,32,29,32,35,37,43,47,52,50,45,38,36,35,32,31
1481,2015/11/11,馬祖,PM2.5,31,36,40,37,37,38,35,31,29,28,26,21,27,17,21,28,31,28,27,27,27,27,28,34
1482,2015/11/12,馬祖,PM2.5,39,39,37,37,35,36,36,32,33,33,34,34,36,26,36,33,32,31,30,27,24,20,16,13
1483,2015/11/13,馬祖,PM2.5,14,12,9,9,7,7,8,11,15,18,21,22,17,15,16,15,15,17,17,14,22,22,13,11
1484,2015/11/14,馬祖,PM2.5,8,7,6,5,7,9,12,13,11,13,14,12,12,11,13,16,18,20,20,20,17,15,16,17
1485,2015/11/15,馬祖,PM2.5,14,13,12,13,14,17,22,24,25,23,27,31,27,23,27,32,40,47,49,50,48,42,37,36
1486,2015/11/16,馬祖,PM2.5,36,39,37,28,25,24,21,22,25,27,26,27,24,21,19,23,25,20,18,18,19,22,20,21
1487,2015/11/17,馬祖,PM2.5,19,19,21,17,19,23,22,24,25,24,25,27,27,24,22,18,18,21,19,20,23,18,17,23
1488,2015/11/18,馬祖,PM2.5,25,23,26,27,27,28,31,30,32,37,40,39,41,44,37,30,27,31,27,17,10,9,9,10
1489,2015/11/19,馬祖,PM2.5,10,9,16,18,17,18,20,22,24,25,27,30,32,34,32,29,30,29,34,38,40,39,36,34
1490,2015/11/20,馬祖,PM2.5,32,32,34,34,29,26,27,27,27,26,24,28,32,36,37,37,34,30,28,27,29,28,27,27
1491,2015/11/21,馬祖,PM2.5,23,23,22,19,24,27,25,23,22,24,24,20,19,19,18,23,23,22,21,18,19,23,18,13
1492,2015/11/22,馬祖,PM2.5,15,10,6,6,8,8,11,11,12,15,16,14,15,17,13,10,13,16,17,17,15,12,11,8
1493,2015/11/23,馬祖,PM2.5,8,13,17,21,24,20,17,17,16,12,14,23,27,26,22,16,13,15,13,17,23,24,20,17
1494,2015/11/24,馬祖,PM2.5,18,20,21,17,11,13,12,11,13,15,18,17,17,21,21,20,17,17,16,12,14,11,13,17
1495,2015/11/25,馬祖,PM2.5,15,17,16,16,18,16,19,22,19,21,27,12,17,17,13,13,12,10,11,13,14,14,15,16
1496,2015/11/26,馬祖,PM2.5,16,13,13,15,11,9,8,10,13,9,10,14,11,10,13,16,19,18,19,22,18,16,16,18
1497,2015/11/27,馬祖,PM2.5,17,15,17,17,17,19,18,17,19,21,17,17,22,24,20,22,22,18,18,20,20,20,23,24
1498,2015/11/28,馬祖,PM2.5,24,25,23,23,23,23,23,23,26,27,24,22,26,27,25,24,27,28,27,28,30,29,27,25
1499,2015/11/29,馬祖,PM2.5,25,27,26,25,26,27,27,25,24,25,28,29,26,26,27,27,31,28,19,15,14,17,20,21
1500,2015/11/30,馬祖,PM2.5,20,22,24,17,15,17,17,15,16,16,14,16,18,19,19,21,22,21,23,22,20,22,19,15
1501,2015/12/01,馬祖,PM2.5,17,23,23,25,25,24,23,19,19,22,23,21,19,26,28,20,18,20,21,19,17,21,24,23
1502,2015/12/02,馬祖,PM2.5,21,20,17,21,23,20,23,19,25,27,26,28,24,23,22,21,19,19,24,27,22,12,7,7
1503,2015/12/03,馬祖,PM2.5,8,9,12,10,17,30,34,32,30,27,27,44,36,29,28,28,27,23,21,26,24,19,24,27
1504,2015/12/04,馬祖,PM2.5,25,25,26,25,26,26,25,27,27,24,24,24,22,24,28,30,32,30,27,28,26,23,25,21
1505,2015/12/05,馬祖,PM2.5,17,19,23,26,25,23,23,23,28,30,29,30,30,28,26,21,20,17,12,9,6,5,3,3
1506,2015/12/06,馬祖,PM2.5,4,7,9,9,6,4,7,9,9,7,6,6,7,7,7,7,7,9,11,13,13,12,13,15
1507,2015/12/07,馬祖,PM2.5,18,16,15,15,13,15,17,19,23,23,24,27,28,27,30,35,34,32,31,33,29,25,25,27
1508,2015/12/08,馬祖,PM2.5,34,34,28,26,24,24,22,20,22,22,19,20,21,21,17,15,18,18,17,17,17,17,16,17
1509,2015/12/09,馬祖,PM2.5,17,18,18,18,16,17,20,20,21,20,19,17,13,16,25,10,5,4,6,5,6,11,6,3
1510,2015/12/10,馬祖,PM2.5,7,7,3,6,7,7,7,6,5,7,7,27,27,26,25,22,13,7,7,7,11,13,10,12
1511,2015/12/11,馬祖,PM2.5,9,4,6,7,4,7,7,4,7,10,10,14,17,17,19,19,19,20,19,18,21,26,27,28
1512,2015/12/12,馬祖,PM2.5,29,32,30,32,37,42,50,55,58,60,59,60,64,56,51,52,47,46,42,40,41,42,42,41
1513,2015/12/13,馬祖,PM2.5,44,49,45,44,51,51,46,38,40,44,45,45,42,42,40,38,35,32,37,37,37,39,34,27
1514,2015/12/14,馬祖,PM2.5,26,25,23,18,16,17,14,10,8,7,7,7,13,14,16,19,18,18,12,17,20,19,21,24
1515,2015/12/15,馬祖,PM2.5,26,27,32,32,26,22,20,23,25,26,34,42,40,38,41,50,50,65,71,82,94,98,98,90
1516,2015/12/16,馬祖,PM2.5,85,78,76,75,79,86,85,88,94,97,98,97,98,98,91,87,85,81,78,78,72,63,61,64
1517,2015/12/17,馬祖,PM2.5,66,63,61,60,62,61,58,56,53,44,36,27,27,29,25,24,24,24,23,23,22,22,22,22
1518,2015/12/18,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1519,2015/12/19,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1520,2015/12/20,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1521,2015/12/21,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,27,27,27,26,25,24,24,24,23,23,22,22,22,22
1522,2015/12/22,馬祖,PM2.5,22,22,22,22,23,23,24,24,25,26,24,27,27,26,17,17,14,10,10,13,11,12,15,14
1523,2015/12/23,馬祖,PM2.5,15,17,20,22,17,9,7,10,11,8,9,8,7,6,8,6,3,3,10,18,20,23,26,23
1524,2015/12/24,馬祖,PM2.5,21,21,19,12,9,14,14,12,12,11,10,12,10,7,7,8,8,7,11,16,18,22,20,14
1525,2015/12/25,馬祖,PM2.5,8,7,4,6,7,7,7,8,9,9,10,16,14,12,11,6,6,12,17,18,19,17,17,27
1526,2015/12/26,馬祖,PM2.5,37,32,28,32,27,25,24,22,24,26,25,26,28,27,26,28,29,28,28,22,22,27,26,27
1527,2015/12/27,馬祖,PM2.5,28,30,30,28,30,26,20,24,24,19,16,11,10,14,23,26,25,27,27,20,22,22,20,23
1528,2015/12/28,馬祖,PM2.5,20,29,52,67,67,58,58,68,74,65,57,52,49,50,52,49,45,41,43,45,44,41,39,43
1529,2015/12/29,馬祖,PM2.5,45,45,44,46,47,47,45,47,44,38,40,42,38,41,46,48,49,45,41,45,47,45,40,37
1530,2015/12/30,馬祖,PM2.5,36,32,29,27,27,28,30,28,28,27,26,29,31,33,33,27,25,25,25,26,28,30,27,27
1531,2015/12/31,馬祖,PM2.5,30,34,33,32,37,39,36,24,25,81,81,77,78,75,63,58,63,67,66,78,84,75,70,70
1532,2015/01/01,鳳山,PM2.5,72,62,51,37,44,40,45,37,45,43,55,43,32,54,46,48,46,53,62,62,65,63,64,61
1533,2015/01/02,鳳山,PM2.5,53,51,46,43,45,49,52,46,54,58,77,63,59,39,34,30,29,29,29,26,33,34,43,45
1534,2015/01/03,鳳山,PM2.5,46,50,51,56,54,53,50,53,53,49,41,36,35,37,39,40,28,25,20,29,28,26,28,35
1535,2015/01/04,鳳山,PM2.5,44,43,40,39,44,48,58,52,53,48,44,30,23,18,23,20,28,22,24,22,32,44,53,63
1536,2015/01/05,鳳山,PM2.5,66,60,39,18,14,17,21,19,19,19,22,22,22,25,22,30,24,21,26,37,52,61,66,67
1537,2015/01/06,鳳山,PM2.5,71,68,54,45,37,51,40,44,22,21,13,29,38,37,10,11,24,20,20,17,21,29,35,45
1538,2015/01/07,鳳山,PM2.5,53,58,58,64,74,90,101,106,101,84,30,29,27,25,22,70,64,58,37,32,30,34,28,31
1539,2015/01/08,鳳山,PM2.5,31,28,29,22,28,21,25,22,31,35,41,47,45,54,53,62,55,61,63,68,67,64,65,68
1540,2015/01/09,鳳山,PM2.5,74,68,66,62,63,58,54,58,65,29,65,53,37,32,34,36,38,41,37,37,35,45,45,53
1541,2015/01/10,鳳山,PM2.5,47,49,43,51,56,55,48,43,47,53,56,49,41,23,22,18,20,21,25,37,43,48,49,49
1542,2015/01/11,鳳山,PM2.5,48,46,50,47,48,39,46,43,51,45,49,43,52,58,55,51,45,38,36,38,47,47,46,50
1543,2015/01/12,鳳山,PM2.5,55,58,55,46,40,37,38,43,49,51,50,35,30,21,23,23,28,33,34,35,29,24,29,33
1544,2015/01/13,鳳山,PM2.5,44,37,39,39,44,49,54,60,55,45,30,24,20,23,19,20,20,18,18,25,30,34,22,13
1545,2015/01/14,鳳山,PM2.5,4,4,0,0,0,0,0,0,0,0,4,29,23,19,25,25,20,19,17,21,10,14,15,23
1546,2015/01/15,鳳山,PM2.5,28,31,30,26,26,30,31,35,32,33,41,26,16,25,24,23,33,34,43,41,45,37,35,36
1547,2015/01/16,鳳山,PM2.5,37,37,34,30,24,25,29,30,26,24,32,37,37,31,23,18,21,24,38,46,60,65,58,53
1548,2015/01/17,鳳山,PM2.5,47,52,53,54,55,50,49,51,65,70,84,69,60,35,36,40,50,56,68,77,90,89,86,84
1549,2015/01/18,鳳山,PM2.5,84,90,81,84,77,91,87,96,89,86,71,64,53,46,39,39,44,39,39,38,36,31,25,22
1550,2015/01/19,鳳山,PM2.5,20,19,18,19,22,29,28,29,30,36,47,49,44,32,20,23,25,34,38,40,39,45,47,56
1551,2015/01/20,鳳山,PM2.5,53,63,63,71,70,69,66,65,68,70,64,58,61,64,58,41,38,44,40,50,50,65,65,74
1552,2015/01/21,鳳山,PM2.5,76,80,72,69,58,68,67,72,66,64,67,66,67,56,48,39,45,49,53,46,44,40,44,44
1553,2015/01/22,鳳山,PM2.5,45,49,55,56,53,48,47,41,37,33,32,36,48,43,38,31,41,46,46,21,23,24,82,85
1554,2015/01/23,鳳山,PM2.5,89,82,81,60,44,30,24,20,24,24,34,34,50,64,65,45,36,36,38,43,44,47,49,54
1555,2015/01/24,鳳山,PM2.5,56,56,50,43,38,36,37,36,37,37,35,36,36,40,37,34,37,35,52,58,72,70,83,85
1556,2015/01/25,鳳山,PM2.5,82,75,74,77,76,76,70,63,59,56,53,43,47,55,64,53,41,37,38,45,54,61,74,79
1557,2015/01/26,鳳山,PM2.5,98,107,106,102,100,102,95,95,85,85,67,66,59,55,41,29,23,20,23,31,51,58,65,62
1558,2015/01/27,鳳山,PM2.5,65,63,65,55,48,32,32,33,48,49,35,25,19,28,22,24,18,15,20,32,46,56,59,54
1559,2015/01/28,鳳山,PM2.5,50,44,47,39,45,39,49,45,46,46,52,60,52,40,31,33,36,32,28,20,29,33,49,46
1560,2015/01/29,鳳山,PM2.5,41,28,25,24,25,28,24,28,26,33,46,50,47,29,30,21,24,29,26,31,22,26,31,43
1561,2015/01/30,鳳山,PM2.5,47,50,54,54,54,56,55,51,46,45,41,38,36,35,35,21,20,20,20,21,23,24,25,25
1562,2015/01/31,鳳山,PM2.5,25,25,25,25,24,25,25,26,28,29,30,29,27,25,22,21,20,20,20,21,23,24,25,25
1563,2015/02/01,鳳山,PM2.5,25,25,25,25,24,25,25,26,28,29,30,29,27,35,15,15,14,13,13,10,14,17,22,25
1564,2015/02/02,鳳山,PM2.5,23,22,17,17,14,19,19,26,29,37,34,33,28,13,8,21,32,34,41,28,24,23,25,26
1565,2015/02/03,鳳山,PM2.5,26,39,40,41,30,32,33,36,40,40,48,49,65,58,53,37,40,38,40,38,46,49,43,38
1566,2015/02/04,鳳山,PM2.5,26,33,29,39,36,34,29,33,41,47,45,43,46,49,40,34,28,38,36,41,34,31,31,33
1567,2015/02/05,鳳山,PM2.5,41,38,38,33,39,47,56,54,56,52,52,52,52,52,59,71,85,89,91,90,86,87,93,93
1568,2015/02/06,鳳山,PM2.5,83,78,78,86,95,95,96,93,104,108,120,115,115,99,86,75,67,60,39,34,38,44,44,45
1569,2015/02/07,鳳山,PM2.5,41,44,43,51,49,59,69,75,75,75,80,76,75,68,55,53,39,46,36,48,53,58,60,50
1570,2015/02/08,鳳山,PM2.5,48,46,44,39,39,47,58,51,44,29,30,29,33,29,37,41,48,43,45,52,59,62,64,68
1571,2015/02/09,鳳山,PM2.5,66,65,58,51,37,26,15,14,14,18,18,31,34,37,37,21,40,50,43,41,33,32,29,28
1572,2015/02/10,鳳山,PM2.5,31,31,25,25,24,25,25,26,28,29,65,60,45,30,30,13,10,21,15,17,29,43,41,37
